timestamp;queue_length
1789419840368;1
1789419840368;0
1789419840638;1
1789419840638;0
1789419840700;1
1789419840700;0
1789419840887;1
1789419840887;0
1789419840948;1
1789419840948;0
1789419840957;1
1789419840967;0
1789419840977;1
1789419840985;0
1789419841007;1
1789419841007;0
1789419841119;1
1789419841119;0
1789419841508;1
1789419841508;0
1789419841607;1
1789419841607;0
1789419841628;1
1789419841628;0
1789419841867;1
1789419841867;0
1789419842037;1
1789419842037;0
1789419842063;1
1789419842063;0
1789419842077;1
1789419842082;0
1789419842261;1
1789419842261;0
1789419842387;1
1789419842387;0
1789419842419;1
1789419842419;0
1789419842442;1
1789419842442;0
1789419842454;1
1789419842467;0
1789419843159;1
1789419843159;0
1789419843520;1
1789419843520;0
1789419843547;1
1789419843547;0
1789419843607;1
1789419843607;0
1789419843928;1
1789419843928;0
1789419844077;1
1789419844077;0
1789419844108;1
1789419844108;0
1789419844308;1
1789419844308;0
1789419844328;1
1789419844328;0
1789419844337;1
1789419844346;0
1789419844387;1
1789419844387;0
1789419844403;1
1789419844406;0
1789419844428;1
1789419844428;0
1789419844546;1
1789419844546;0
1789419844647;1
1789419844647;0
1789419844664;1
1789419844665;0
1789419844827;1
1789419844827;0
1789419845116;1
1789419845116;0
1789419845149;1
1789419845149;0
1789419845167;1
1789419845168;0
1789419845188;1
1789419845188;0
1789419845528;1
1789419845528;0
1789419845547;1
1789419845547;0
1789419845567;1
1789419845567;0
1789419845908;1
1789419845908;0
1789419845927;1
1789419845927;0
1789419845947;1
1789419845947;0
1789419845968;1
1789419845968;0
1789419846267;1
1789419846267;0
1789419846739;1
1789419846739;0
1789419846768;1
1789419846768;0
1789419846847;1
1789419846847;0
1789419846867;1
1789419846867;0
1789419846888;1
1789419846888;0
1789419846907;1
1789419846907;0
1789419847195;1
1789419847195;0
1789419847567;1
1789419847567;0
1789419847587;1
1789419847587;0
1789419847687;1
1789419847687;0
1789419847887;1
1789419847887;0
1789419847907;1
1789419847907;0
1789419847947;1
1789419847947;0
1789419847957;1
1789419847966;0
1789419848307;1
1789419848307;0
1789419848317;1
1789419848324;0
1789419848347;1
1789419848347;0
1789419848468;1
1789419848468;0
1789419848747;1
1789419848747;0
1789419848762;1
1789419848765;0
1789419848781;1
1789419848784;0
1789419848806;1
1789419848806;0
1789419849087;1
1789419849087;0
1789419849097;1
1789419849106;0
1789419849130;1
1789419849130;0
1789419849145;1
1789419849148;0
1789419849168;1
1789419849168;0
1789419849187;1
1789419849187;0
1789419849207;1
1789419849207;0
1789419849307;1
1789419849307;0
1789419849387;1
1789419849387;0
1789419849397;1
1789419849405;0
1789419849428;1
1789419849428;0
1789419849447;1
1789419849447;0
1789419849467;1
1789419849467;0
1789419850167;1
1789419850167;0
1789419850188;1
1789419850188;0
1789419850447;1
1789419850447;0
1789419850628;1
1789419850628;0
1789419850727;1
1789419850727;0
1789419850907;1
1789419850907;0
1789419851008;1
1789419851008;0
1789419851208;1
1789419851208;0
1789419851507;1
1789419851507;0
1789419851527;1
1789419851527;0
1789419851728;1
1789419851728;0
1789419851788;1
1789419851788;0
1789419851807;1
1789419851807;0
1789419851827;1
1789419851827;0
1789419851847;1
1789419851847;0
1789419851887;1
1789419851887;0
1789419851977;1
1789419851977;0
1789419852007;1
1789419852007;0
1789419852027;1
1789419852027;0
1789419852107;1
1789419852107;0
1789419852288;1
1789419852288;0
1789419852337;1
1789419852337;0
1789419852507;1
1789419852507;0
1789419852527;1
1789419852527;0
1789419852548;1
1789419852548;0
1789419852559;1
1789419852566;0
1789419852587;1
1789419852587;0
1789419852608;1
1789419852608;0
1789419852828;1
1789419852828;0
1789419852847;1
1789419852847;0
1789419852888;1
1789419852888;0
1789419852997;1
1789419852997;0
1789419853251;1
