timestamp;queue_length
1789419968463;1
1789419968463;0
1789419968482;1
1789419968482;0
1789419968542;1
1789419968542;0
1789419968651;1
1789419968651;0
1789419968831;1
1789419968831;0
1789419968863;1
1789419968863;0
1789419969143;1
1789419969143;0
1789419969163;1
1789419969167;0
1789419969182;1
1789419969186;0
1789419969602;1
1789419969602;0
1789419969622;1
1789419969622;0
1789419970203;1
1789419970203;0
1789419970362;1
1789419970362;0
1789419970383;1
1789419970383;0
1789419970602;1
1789419970602;0
1789419970612;1
1789419970624;0
1789419970662;1
1789419970662;0
1789419970672;1
1789419970681;0
1789419970703;1
1789419970703;0
1789419970982;1
1789419970982;0
1789419971002;1
1789419971002;0
1789419971579;1
1789419971579;0
1789419971742;1
1789419971742;0
1789419971762;1
1789419971762;0
1789419973062;1
1789419973062;0
1789419973122;1
1789419973122;0
1789419973142;1
1789419973144;0
1789419973163;1
1789419973165;0
1789419973182;1
1789419973183;0
1789419975142;1
1789419975142;0
1789419975303;1
1789419975303;0
1789419975316;1
1789419975323;0
1789419975663;1
1789419975663;0
1789419975983;1
1789419975983;0
1789419976003;1
1789419976007;0
1789419976022;1
1789419976028;0
1789419976303;1
1789419976303;0
1789419976314;1
1789419976323;0
1789419976482;1
1789419976482;0
1789419976653;1
1789419976653;0
1789419976683;1
1789419976683;0
1789419976703;1
1789419976704;0
1789419977400;1
1789419977400;0
1789419977555;1
1789419977555;0
1789419977576;1
1789419977580;0
1789419977596;1
1789419977599;0
1789419978262;1
1789419978262;0
1789419978282;1
1789419978296;0
1789419978303;1
1789419978318;0
1789419978322;1
1789419978338;0
1789419978962;1
1789419978962;0
1789419978982;1
1789419978987;0
1789419980422;1
1789419980422;0
1789419981083;1
1789419981083;0
1789419981293;1
1789419981293;0
1789419981312;1
1789419981314;0
1789419981343;1
1789419981343;0
1789419982142;1
1789419982142;0
1789419982163;1
1789419982163;0
1789419982202;1
1789419982202;0
1789419982703;1
1789419982703;0
1789419983282;1
1789419983282;0
1789419983291;1
1789419983302;0
1789419983381;1
1789419983382;0
1789419983403;1
1789419983405;0
1789419983422;1
1789419983426;0
1789419983442;1
1789419983445;0
1789419983703;1
1789419983703;0
1789419983903;1
1789419983903;0
1789419983922;1
1789419983922;0
1789419984462;1
1789419984462;0
1789419984482;1
1789419984482;0
1789419984522;1
1789419984522;0
1789419984543;1
1789419984543;0
1789419984562;1
1789419984562;0
1789419984572;1
1789419984580;0
1789419984622;1
1789419984622;0
1789419984702;1
1789419984702;0
1789419985102;1
1789419985103;0
1789419985122;1
1789419985122;0
1789419985142;1
1789419985142;0
1789419985262;1
1789419985262;0
1789419985481;0
1789419985481;1
1789419985502;1
1789419985502;0
1789419985522;1
1789419985522;0
1789419985922;0
1789419985922;1
1789419986605;1
1789419986605;0
1789419986620;1
1789419986624;0
1789419986643;1
1789419986643;0
1789419986661;1
1789419986662;0
1789419986762;1
1789419986762;0
1789419986982;1
1789419986982;0
1789419986992;1
1789419987001;0
1789419987023;1
1789419987023;0
1789419987041;1
1789419987042;0
1789419987062;1
1789419987062;0
1789419987382;1
1789419987382;0
1789419987396;1
1789419987400;0
1789419987425;1
1789419987425;0
1789419987632;1
1789419987632;0
1789419987762;1
1789419987762;0
1789419987781;1
1789419987781;0
1789419987802;1
1789419987802;0
1789419987838;1
1789419987838;0
1789419987864;1
1789419987864;0
1789419987922;1
1789419987922;0
1789419988221;1
1789419988221;0
1789419988243;1
1789419988243;0
1789419988322;1
1789419988322;0
1789419988333;1
1789419988341;0
1789419988359;1
1789419988359;0
1789419988377;1
1789419988378;0
1789419988452;1
1789419988452;0
1789419988482;1
1789419988482;0
1789419988643;1
1789419988643;0
1789419988682;1
1789419988682;0
1789419988699;1
1789419988701;0
1789419988720;1
1789419988720;0
1789419988742;1
1789419988742;0
1789419988762;1
1789419988762;0
1789419988782;1
1789419988782;0
1789419988822;1
1789419988822;0
1789419988833;1
1789419988842;0
1789419988863;1
1789419988863;0
1789419989162;1
1789419989162;0
1789419989202;1
1789419989202;0
1789419989363;1
1789419989363;0
1789419989372;1
1789419989381;0
1789419989443;1
1789419989443;0
1789419989462;1
1789419989462;0
1789419989472;1
1789419989480;0
1789419989503;1
1789419989503;0
1789419989517;1
1789419989522;0
1789419989542;1
1789419989542;0
1789419989563;1
1789419989563;0
1789419989722;1
1789419989722;0
1789419989801;1
1789419989801;0
1789419990032;1
1789419990032;0
1789419990052;1
1789419990052;0
1789419990083;1
1789419990083;0
1789419990183;1
1789419990183;0
1789419990198;1
1789419990202;0
1789419990362;1
1789419990362;0
1789419990379;1
1789419990380;0
1789419990583;1
1789419990583;0
1789419990602;1
1789419990602;0
1789419990622;1
1789419990622;0
1789419990632;1
1789419990641;0
1789419990662;1
1789419990662;0
1789419990676;1
1789419990681;0
1789419990742;1
1789419990742;0
1789419990762;1
1789419990762;0
1789419991302;1
1789419991302;0
1789419991562;1
1789419991562;0
1789419991582;1
1789419991582;0
1789419991603;1
1789419991603;0
1789419991842;1
1789419991842;0
1789419991916;1
1789419991916;0
1789419992221;1
1789419992222;0
1789419992242;1
1789419992242;0
1789419992303;1
1789419992303;0
1789419992382;1
1789419992382;0
1789419992982;1
1789419992982;0
1789419993082;1
1789419993082;0
1789419993102;1
1789419993102;0
1789419993123;1
1789419993123;0
1789419993162;1
1789419993162;0
1789419993172;1
1789419993181;0
1789419993232;1
1789419993232;0
1789419993379;1
1789419993379;0
1789419993392;1
1789419993398;0
1789419993423;1
1789419993423;0
1789419993462;1
1789419993462;0
1789419993483;1
1789419993483;0
1789419993493;1
1789419993502;0
1789419993522;1
1789419993522;0
1789419993717;1
1789419993717;0
1789419993762;1
1789419993762;0
1789419993902;1
1789419993902;0
1789419994003;1
1789419994003;0
1789419994103;1
1789419994103;0
1789419994501;1
1789419994501;0
1789419994682;1
1789419994682;0
1789419994692;1
1789419994701;0
1789419994736;1
1789419994736;0
1789419994761;1
1789419994761;0
1789419995161;1
1789419995161;0
1789419995183;1
1789419995183;0
1789419995191;1
1789419995201;0
1789419995222;1
1789419995222;0
1789419995282;1
1789419995282;0
1789419995536;1
1789419995536;0
1789419995561;1
1789419995562;0
1789419995582;1
1789419995583;0
1789419995602;1
1789419995602;0
1789419995612;1
1789419995621;0
1789419995662;1
1789419995662;0
1789419995858;1
1789419995858;0
1789419995902;1
1789419995902;0
1789419996202;1
1789419996202;0
1789419996216;1
1789419996220;0
1789419996371;1
1789419996371;0
1789419996442;1
1789419996442;0
1789419996458;1
1789419996462;0
1789419996864;1
1789419996864;0
1789419996877;1
1789419996883;0
1789419996895;1
1789419996902;0
1789419996924;1
1789419996924;0
1789419997237;1
1789419997237;0
1789419997262;1
1789419997262;0
1789419997282;1
1789419997282;0
1789419997302;1
1789419997302;0
1789419997522;1
1789419997522;0
1789419997543;1
1789419997543;0
1789419997584;1
1789419997584;0
1789419997601;1
1789419997603;0
1789419997756;1
1789419997756;0
1789419997963;1
1789419997963;0
1789419997982;1
1789419997982;0
1789419998002;1
1789419998002;0
1789419998094;1
1789419998094;0
1789419998114;1
1789419998114;0
1789419998164;1
1789419998164;0
1789419998322;1
1789419998322;0
1789419998343;1
1789419998343;0
1789419998362;1
1789419998362;0
1789419998401;1
1789419998401;0
1789419998422;1
1789419998422;0
1789419998442;1
1789419998442;0
1789419998683;1
1789419998683;0
1789419998722;1
1789419998722;0
1789419998743;1
1789419998743;0
1789419998782;1
1789419998782;0
1789419998792;1
1789419998799;0
1789419998824;1
1789419998824;0
1789419999223;1
1789419999223;0
1789419999242;1
1789419999242;0
1789419999253;1
1789419999261;0
1789419999482;1
1789419999482;0
1789419999501;1
1789419999501;0
1789419999601;1
1789419999602;0
1789419999623;1
1789419999623;0
1789419999633;1
1789419999640;0
1789419999993;1
1789419999993;0
1789420000016;1
1789420000016;0
1789420000045;1
1789420000045;0
1789420000172;1
1789420000172;0
1789420000472;1
1789420000472;0
1789420000502;1
1789420000502;0
1789420000522;1
1789420000522;0
1789420000541;1
1789420000541;0
1789420000762;1
1789420000762;0
1789420000782;1
1789420000782;0
1789420001321;1
1789420001321;0
1789420001552;1
1789420001552;0
1789420001583;1
1789420001583;0
1789420001721;1
1789420001721;0
1789420001759;1
1789420001759;0
1789420001782;1
1789420001782;0
1789420001792;1
1789420001800;0
1789420001825;1
1789420001825;0
1789420001832;1
1789420001842;0
1789420001862;1
1789420001862;0
1789420001882;1
1789420001882;0
1789420001942;1
1789420001942;0
1789420002082;1
1789420002082;0
1789420002102;1
1789420002102;0
1789420002372;1
1789420002372;0
1789420002403;1
1789420002403;0
1789420002415;1
1789420002423;0
1789420002442;1
1789420002442;0
1789420002482;1
1789420002482;0
1789420002557;1
1789420002557;0
1789420002882;1
1789420002882;0
1789420002942;1
1789420002942;0
1789420003035;1
1789420003035;0
1789420003053;1
1789420003055;0
1789420003131;1
1789420003131;0
1789420003164;1
1789420003164;0
1789420003176;1
1789420003183;0
1789420003205;1
1789420003205;0
1789420003242;1
1789420003242;0
1789420003423;1
1789420003423;0
1789420003436;1
1789420003440;0
1789420003702;1
1789420003702;0
1789420003782;1
1789420003782;0
1789420003986;1
1789420003986;0
1789420004041;1
1789420004041;0
1789420004056;1
1789420004059;0
1789420004252;1
1789420004252;0
1789420004395;1
1789420004395;0
1789420004486;1
1789420004486;0
1789420004494;1
1789420004505;0
1789420004523;1
1789420004523;0
1789420004757;1
1789420004757;0
1789420004801;1
1789420004801;0
1789420004822;1
1789420004822;0
1789420004841;1
1789420004841;0
1789420004942;1
1789420004942;0
1789420004962;1
1789420004962;0
1789420004983;1
1789420004983;0
1789420005022;1
1789420005022;0
1789420005163;1
1789420005163;0
1789420005223;1
1789420005223;0
1789420005542;1
1789420005542;0
1789420005692;1
1789420005692;0
1789420005712;1
1789420005712;0
1789420005761;1
1789420005761;0
1789420005782;1
1789420005782;0
1789420005922;1
1789420005922;0
1789420006262;1
1789420006262;0
1789420006660;1
1789420006660;0
1789420006683;1
1789420006683;0
1789420007060;1
1789420007060;0
1789420007121;1
1789420007121;0
1789420007222;1
1789420007222;0
1789420007235;1
1789420007241;0
1789420007525;1
1789420007525;0
1789420007541;1
1789420007544;0
1789420007553;1
1789420007563;0
1789420007661;1
1789420007661;0
1789420007694;1
1789420007694;0
1789420007723;1
1789420007723;0
1789420007742;1
1789420007742;0
1789420007756;1
1789420007761;0
1789420007802;1
1789420007802;0
1789420007842;1
1789420007842;0
1789420007863;1
1789420007863;0
1789420007983;1
1789420007983;0
1789420008002;1
1789420008002;0
1789420008032;1
1789420008032;0
1789420008062;1
1789420008062;0
1789420008161;1
1789420008162;0
1789420008262;1
1789420008262;0
1789420008462;1
1789420008462;0
1789420008483;1
1789420008483;0
1789420008492;1
1789420008500;0
1789420008525;1
1789420008525;0
1789420008643;1
1789420008643;0
1789420008710;1
1789420008710;0
1789420008734;1
1789420008735;0
1789420008761;1
1789420008761;0
1789420008782;1
1789420008782;0
1789420009022;1
1789420009022;0
1789420009122;1
1789420009122;0
1789420009139;1
1789420009140;0
1789420009211;1
1789420009211;0
1789420009243;1
1789420009243;0
1789420009259;1
1789420009261;0
1789420009282;1
1789420009282;0
1789420009541;1
1789420009541;0
1789420009577;1
1789420009577;0
1789420009600;1
1789420009600;0
1789420009623;1
1789420009623;0
1789420009638;1
1789420009640;0
1789420009655;1
1789420009657;0
1789420009801;1
1789420009801;0
1789420009822;1
1789420009822;0
1789420009841;1
1789420009841;0
1789420009862;1
1789420009862;0
1789420009922;1
1789420009922;0
1789420010084;1
1789420010084;0
1789420010092;1
1789420010102;0
1789420010302;1
1789420010302;0
1789420010321;1
1789420010321;0
1789420010682;1
1789420010682;0
1789420010702;1
1789420010702;0
1789420010721;1
1789420010722;0
1789420010842;1
1789420010842;0
1789420010932;1
1789420010932;0
1789420010962;1
1789420010962;0
1789420010982;1
1789420010982;0
1789420011080;1
1789420011080;0
1789420011222;1
1789420011222;0
1789420011821;1
1789420011821;0
1789420011862;1
1789420011862;0
1789420012198;1
1789420012198;0
1789420012400;1
1789420012400;0
1789420012422;1
1789420012422;0
1789420012462;1
1789420012462;0
1789420012483;1
1789420012483;0
1789420012502;1
1789420012502;0
1789420012514;1
1789420012521;0
1789420012619;1
1789420012619;0
1789420012922;1
1789420012922;0
1789420012942;1
1789420012942;0
1789420012963;1
1789420012963;0
1789420012998;1
1789420012998;0
1789420013303;1
1789420013303;0
1789420013322;1
1789420013322;0
1789420013342;1
1789420013342;0
1789420013662;1
1789420013663;0
1789420013682;1
1789420013682;0
1789420013702;1
1789420013702;0
1789420013723;1
1789420013723;0
1789420013754;1
1789420013754;0
1789420013778;1
1789420013778;0
1789420013805;1
1789420013805;0
1789420013820;1
1789420013824;0
1789420013834;1
1789420013844;0
1789420014162;1
1789420014162;0
1789420014182;1
1789420014182;0
1789420014203;1
1789420014203;0
1789420014222;1
1789420014222;0
1789420014282;1
1789420014282;0
1789420014362;1
1789420014362;0
1789420014381;1
1789420014382;0
1789420014402;1
1789420014402;0
1789420014482;1
1789420014482;0
1789420014503;1
1789420014503;0
1789420014522;1
1789420014522;0
1789420014863;1
1789420014863;0
1789420014874;1
1789420014883;0
1789420014907;1
1789420014907;0
1789420014946;1
1789420014946;0
1789420014961;1
1789420014964;0
1789420014983;1
1789420014984;0
1789420015034;1
1789420015034;0
1789420015102;1
1789420015102;0
1789420015121;1
1789420015121;0
1789420015142;1
1789420015142;0
1789420015162;1
1789420015162;0
1789420015242;1
1789420015242;0
1789420015563;1
1789420015563;0
1789420015672;1
1789420015672;0
1789420015701;1
1789420015701;0
1789420015719;1
1789420015719;0
1789420015741;1
1789420015741;0
1789420015822;1
1789420015822;0
1789420015842;1
1789420015842;0
1789420015936;1
1789420015936;0
1789420017002;1
1789420017002;0
1789420017082;1
1789420017082;0
1789420017101;1
1789420017101;0
1789420017122;1
1789420017122;0
1789420017132;1
1789420017140;0
1789420017182;1
1789420017182;0
1789420017201;1
1789420017201;0
1789420017222;1
1789420017222;0
1789420017242;1
1789420017242;0
1789420017262;1
1789420017262;0
1789420017381;1
1789420017381;0
1789420017554;1
1789420017554;0
1789420017659;1
1789420017659;0
1789420017763;1
1789420017763;0
1789420018143;1
1789420018143;0
1789420018301;1
1789420018301;0
1789420018432;1
1789420018432;0
1789420018463;1
1789420018463;0
1789420018523;1
1789420018523;0
1789420018542;1
1789420018542;0
1789420018562;1
1789420018562;0
1789420018572;1
1789420018582;0
1789420018823;1
1789420018823;0
1789420018862;1
1789420018862;0
1789420018883;1
1789420018883;0
1789420018979;1
1789420018979;0
1789420019102;1
1789420019102;0
1789420019122;1
1789420019122;0
1789420019143;1
1789420019143;0
1789420019162;1
1789420019162;0
1789420019423;1
1789420019423;0
1789420019561;1
1789420019561;0
1789420019583;1
1789420019583;0
1789420019823;1
1789420019823;0
1789420020042;1
1789420020042;0
1789420020222;1
1789420020222;0
1789420020232;1
1789420020240;0
1789420020263;1
1789420020263;0
1789420020282;1
1789420020282;0
1789420020302;1
1789420020302;0
1789420020721;1
1789420020721;0
1789420020822;1
1789420020822;0
1789420020842;1
1789420020842;0
1789420020863;1
1789420020863;0
1789420021282;1
1789420021282;0
1789420021302;1
1789420021302;0
1789420021462;1
1789420021462;0
1789420021482;1
1789420021482;0
1789420021521;1
1789420021521;0
1789420021542;1
1789420021542;0
1789420021561;1
1789420021561;0
1789420021663;1
