timestamp;queue_length
1789419968164;1
1789419968164;0
1789419968441;1
1789419968441;0
1789419968503;1
1789419968503;0
1789419968685;1
1789419968685;0
1789419968742;1
1789419968742;0
1789419969292;1
1789419969292;0
1789419969842;1
1789419969842;0
1789419969862;1
1789419969862;0
1789419969883;1
1789419969883;0
1789419970963;1
1789419970963;0
1789419971322;1
1789419971322;0
1789419971712;1
1789419971712;0
1789419971882;1
1789419971882;0
1789419971892;1
1789419971903;0
1789419972102;1
1789419972102;0
1789419972443;1
1789419972443;0
1789419972462;1
1789419972471;0
1789419972624;1
1789419972624;0
1789419973322;1
1789419973322;0
1789419973341;1
1789419973341;0
1789419973355;1
1789419973361;0
1789419974063;1
1789419974063;0
1789419974537;1
1789419974537;0
1789419974566;1
1789419974566;0
1789419974642;1
1789419974642;0
1789419974663;1
1789419974665;0
1789419974682;1
1789419974687;0
1789419974702;1
1789419974706;0
1789419975352;1
1789419975352;0
1789419975383;1
1789419975383;0
1789419975682;1
1789419975682;0
1789419975702;1
1789419975702;0
1789419976098;1
1789419976098;0
1789419976133;1
1789419976133;0
1789419976880;1
1789419976880;0
1789419976901;1
1789419976901;0
1789419976922;1
1789419976922;0
1789419976942;1
1789419976942;0
1789419976963;1
1789419976963;0
1789419976981;1
1789419976982;0
1789419977201;1
1789419977201;0
1789419977218;1
1789419977234;0
1789419977235;1
1789419977257;0
1789419977262;1
1789419977277;0
1789419977962;1
1789419977962;0
1789419977983;1
1789419977983;0
1789419978703;1
1789419978703;0
1789419978798;1
1789419978798;0
1789419979003;1
1789419979003;0
1789419979523;1
1789419979523;0
1789419979902;1
1789419979902;0
1789419980142;1
1789419980142;0
1789419980339;1
1789419980339;0
1789419980363;1
1789419980363;0
1789419980372;1
1789419980385;0
1789419980402;1
1789419980404;0
1789419980676;1
1789419980676;0
1789419981663;1
1789419981663;0
1789419981682;1
1789419981687;0
1789419981693;1
1789419981707;0
1789419981713;1
1789419981725;0
1789419981863;1
1789419981863;0
1789419981882;1
1789419981891;0
1789419981902;1
1789419981912;0
1789419981923;1
1789419981933;0
1789419982322;1
1789419982322;0
1789419982356;1
1789419982356;0
1789419982581;1
1789419982581;0
1789419983085;1
1789419983085;0
1789419983954;1
1789419983954;0
1789419983982;1
1789419983983;0
1789419984002;1
1789419984002;0
1789419984022;1
1789419984022;0
1789419984142;1
1789419984142;0
1789419984162;1
1789419984162;0
1789419984181;1
1789419984181;0
1789419984202;1
1789419984202;0
1789419984222;1
1789419984222;0
1789419984262;1
1789419984262;0
1789419984342;1
1789419984342;0
1789419984363;1
1789419984363;0
1789419984377;1
1789419984381;0
1789419984399;1
1789419984399;0
1789419985000;1
1789419985000;0
1789419985222;1
1789419985222;0
1789419985282;1
1789419985282;0
1789419985303;1
1789419985303;0
1789419985318;1
1789419985322;0
1789419985342;1
1789419985342;0
1789419985596;1
1789419985596;0
1789419985762;1
1789419985762;0
1789419985772;1
1789419985781;0
1789419985999;1
1789419985999;0
1789419986122;1
1789419986122;0
1789419986500;1
1789419986500;0
1789419986563;1
1789419986563;0
1789419986571;1
1789419986583;0
1789419986742;1
1789419986742;0
1789419986942;1
1789419986942;0
1789419986963;1
1789419986963;0
1789419987283;1
1789419987283;0
1789419987302;1
1789419987302;0
1789419987440;1
1789419987440;0
1789419987882;1
1789419987882;0
1789419987902;1
1789419987902;0
1789419987942;1
1789419987942;0
1789419987958;1
1789419987960;0
1789419987972;1
1789419987979;0
1789419988004;1
1789419988004;0
1789419988302;1
1789419988302;0
1789419988441;1
1789419988441;0
1789419988495;1
1789419988495;0
1789419988882;1
1789419988882;0
1789419988962;1
1789419988962;0
1789419989175;1
1789419989175;0
1789419989842;1
1789419989842;0
1789419989853;1
1789419989860;0
1789419989883;1
1789419989883;0
1789419989902;1
1789419989902;0
1789419989982;1
1789419989982;0
1789419989993;1
1789419990000;0
1789419990321;1
1789419990321;0
1789419990538;1
1789419990538;0
1789419990915;1
1789419990915;0
1789419990942;1
1789419990942;0
1789419990984;1
1789419990984;0
1789419990995;1
1789419991003;0
1789419991023;1
1789419991023;0
1789419991042;1
1789419991042;0
1789419991081;1
1789419991081;0
1789419991102;1
1789419991102;0
1789419991242;1
1789419991242;0
1789419991343;1
1789419991343;0
1789419991622;1
1789419991622;0
1789419991702;1
1789419991702;0
1789419991739;1
1789419991739;0
1789419991762;1
1789419991762;0
1789419991772;1
1789419991780;0
1789419991802;1
1789419991802;0
1789419991822;1
1789419991822;0
1789419991855;1
1789419991855;0
1789419992077;1
1789419992077;0
1789419992262;1
1789419992262;0
1789419992272;1
1789419992281;0
1789419992582;1
1789419992582;0
1789419992781;1
1789419992781;0
1789419992802;1
1789419992802;0
1789419993063;1
1789419993063;0
1789419993442;1
1789419993442;0
1789419993543;1
1789419993543;0
1789419993562;1
1789419993562;0
1789419994122;1
1789419994122;0
1789419994343;1
1789419994343;0
1789419994663;1
1789419994663;0
1789419994718;1
1789419994718;0
1789419994782;1
1789419994782;0
1789419994802;1
1789419994802;0
1789419994812;1
1789419994821;0
1789419994842;1
1789419994842;0
1789419994902;1
1789419994902;0
1789419994977;1
1789419994977;0
1789419995004;1
1789419995004;0
1789419995021;1
1789419995023;0
1789419995051;1
1789419995051;0
1789419995070;1
1789419995071;0
1789419995142;1
1789419995142;0
1789419995292;1
1789419995292;0
