timestamp;queue_length
1789419523082;1
1789419523082;0
1789419523780;1
1789419523780;0
1789419523930;1
1789419523930;0
1789419524381;1
1789419524381;0
1789419524521;1
1789419524521;0
1789419524581;1
1789419524581;0
1789419524630;1
1789419524630;0
1789419524680;1
1789419524680;0
1789419524971;1
1789419524972;0
1789419525925;1
1789419525925;0
1789419526171;1
1789419526171;0
1789419526230;1
1789419526230;0
1789419526827;1
1789419526828;0
1789419527270;1
1789419527270;0
1789419527322;1
1789419527322;0
1789419527371;0
1789419527371;1
1789419527831;1
1789419527831;0
1789419528131;1
1789419528131;0
1789419528231;1
1789419528231;0
1789419528271;1
1789419528271;0
1789419528330;1
1789419528330;0
1789419530078;1
1789419530078;0
1789419530981;1
1789419530981;0
1789419531031;1
1789419531031;0
1789419531180;1
1789419531180;0
1789419531978;1
1789419531978;0
1789419532381;1
1789419532381;0
1789419532431;1
1789419532431;0
1789419532930;1
1789419532930;0
1789419532980;1
1789419532980;0
1789419533030;1
1789419533030;0
1789419533130;1
1789419533130;0
1789419533180;1
1789419533180;0
1789419533220;1
1789419533220;0
1789419533531;1
1789419533531;0
1789419533780;1
1789419533780;0
1789419533830;1
1789419533830;0
1789419534231;1
1789419534231;0
1789419534979;1
1789419534979;0
1789419535031;1
1789419535031;0
1789419535077;1
1789419535077;0
1789419535131;1
1789419535131;0
1789419535981;1
1789419535981;0
1789419536031;1
1789419536031;0
1789419536071;1
1789419536071;0
1789419536930;1
1789419536930;0
1789419536980;1
1789419536980;0
1789419537030;1
1789419537030;0
1789419537080;1
1789419537080;0
1789419537831;1
1789419537831;0
1789419539031;1
1789419539031;0
1789419539080;1
1789419539080;0
1789419539278;1
1789419539278;0
1789419539331;1
1789419539331;0
1789419539381;1
1789419539381;0
1789419539422;1
1789419539422;0
1789419540181;1
1789419540181;0
1789419541071;1
1789419541071;0
1789419541122;1
1789419541122;0
1789419541379;1
1789419541379;0
1789419541881;1
1789419541881;0
1789419541931;1
1789419541931;0
1789419542028;1
1789419542028;0
1789419542081;1
1789419542081;0
1789419542918;1
1789419542918;0
1789419542980;1
1789419542980;0
1789419543030;1
1789419543030;0
1789419543321;1
1789419543321;0
1789419544029;1
1789419544029;0
1789419544081;1
1789419544081;0
1789419544131;1
1789419544131;0
1789419544171;1
1789419544171;0
1789419544880;1
1789419544880;0
1789419544930;1
1789419544930;0
1789419544971;1
1789419544971;0
1789419545021;1
1789419545021;0
1789419545081;1
1789419545081;0
1789419545124;1
1789419545124;0
1789419545171;1
1789419545171;0
1789419545427;1
1789419545427;0
1789419545621;1
1789419545621;0
1789419545680;1
